ASC_Name,Provider_id,NPI,City,State,Zip_code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC_6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Respiratory,ASC_7_Eye,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Gastrointestinal,ASC_7_Nervous_System,ASC_7_skin,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote,ASC_12_Encounter_Start_Date,ASC_12_Encounter_End_Date,ASC_12_RSHV_Rate
NORTH POINT SURGERY CENTER,05C0001518,1760518609,FRESNO,CA,93711,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,151",0,0,0,401,0,164,586,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WALLA WALLA CLINIC INC,50C0001172,1760568273,WALLA WALLA,WA,99362,2016,0,,0,,0,,2.857,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,846",126,0,393,636,"1,360",88,243,,1/1/2016,12/31/2016,91.04,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,189,No Different than the National Rate,8.8,17.4,,1/1/2016,12/31/2016,12.5
PONTE VEDRA AMBULATORY SURGERY CENTER INC,10C0001394,1760591952,PONTE VEDRA BEACH,FL,32082,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
FILUTOWSKI CATARACT AND LASIK INSTITUTE PA,10C0001184,1760594279,DAYTONA BEACH,FL,32119,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,740",0,"1,740",0,0,0,0,0,,1/1/2016,12/31/2016,51.72,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
FILUTOWSKI CATARACT AND LASIK INSTITUTE PA,10C0001285,1760594279,LAKE MARY,FL,32746,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,740",0,"1,740",0,0,0,0,0,,1/1/2016,12/31/2016,51.72,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ACUTE AND CHRONIC PAIN MANAGEMENT CENTER PA,45C0001323,1760598577,AMARILLO,TX,79124,2016,0.804,,0,,0,,0,,944.44,,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NORTH METRO SURGERY CENTER,24C0001070,1760616031,BLAINE,MN,55434,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"3,668",10,"2,758",21,126,607,2,144,,1/1/2016,12/31/2016,91.23,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,36,No Different than the National Rate,8.7,17.9,,1/1/2016,12/31/2016,12.4
MUSCULOSKELETAL AMBULATORY SURGERY CENTER INC,10C0001529,1760627830,BRADENTON,FL,34211,2016,0,,0,,0,,0,,967.63,,1/1/2016,12/31/2016,Yes,,"5,413",0,0,0,"1,678",0,"3,732",3,,1/1/2016,12/31/2016,48,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HARVARD SURGERY CENTER LLC,19C0001117,1760658256,METAIRIE,LA,70001,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,0,0,0,0,0,0,0,0,,1/1/2016,12/31/2016,88.89,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HENGHOLD SURGERY CENTER LLC,10C0001585,1760724314,PENSACOLA,FL,32503,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,666",0,0,0,0,0,0,"1,666",,1/1/2016,12/31/2016,94.64,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CORONA SPECIALTY CARE SURGERY CTR  AMERICAN SPINE,05C0002022,1760740674,CORONA,CA,92881,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,267,0,0,0,213,54,0,0,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MALO CENTER FOR AMBULATORY SURGERY LLC,31C0001303,1760757165,RUTHERFORD,NJ,7070,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,86.96,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ASSOCIATED SURGICAL CENTER OF DEARBORN LLC,23C0001047,1760770903,DEARBORN HEIGHTS,MI,48127,2016,1.838,,0,,0,,0,,857.14,1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PIEDMONT OUTPATIENT SURGERY CENTER LLC,34C0001179,1760773949,WINSTON SALEM,NC,27103,2016,0,,0,,0,,0,,933.33,,1/1/2016,12/31/2016,Yes,,683,637,16,0,0,3,0,27,,1/1/2016,12/31/2016,93.55,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001146,1760778765,WOODSTOCK,GA,30188,2016,0,,0,,0,,0.892,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,867",0,0,0,0,"5,867",0,0,,1/1/2016,12/31/2016,91.43,,2016/2017,84.42,,83.38,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,590,No Different than the National Rate,9.6,17.8,,1/1/2016,12/31/2016,13.1
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001379,1760778765,WOODSTOCK,GA,30188,2016,0,,0,,0,,0.892,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,867",0,0,0,0,"5,867",0,0,,1/1/2016,12/31/2016,82.35,,2016/2017,84.42,,83.38,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,590,No Different than the National Rate,9.6,17.8,,1/1/2016,12/31/2016,13.1
ENDEAVOR SURGICAL CENTER,05C0001413,1760794218,NORTHRIDGE,CA,91324,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,399",0,0,0,550,"1,765",84,0,,1/1/2016,12/31/2016,92.59,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,75,No Different than the National Rate,8.6,17.1,,1/1/2016,12/31/2016,12.1
PHYSICIANS SURGERY CENTER AT GLENDALE ADVENTIST LLC,05C0002061,1760807127,GLENDALE,CA,91206,2016,0,,0,,0,,1.279,,712.82,,1/1/2016,12/31/2016,Yes,,756,46,190,13,303,154,40,10,,1/1/2016,12/31/2016,N/A,5,2016/2017,90.67,,91.67,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,65,No Different than the National Rate,8.8,17.5,,1/1/2016,12/31/2016,12.5
YORK COUNTY OUTPATIENT ENDOSCOPY CENTER LLC,42C0001080,1760818710,ROCK HILL,SC,29732,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,438",0,0,0,0,"5,438",0,0,,1/1/2016,12/31/2016,93.75,,2016/2017,62.5,,71.56,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,937,No Different than the National Rate,8.6,15.7,,1/1/2016,12/31/2016,11.8
OCALA FL ORTHOPAEDIC ASC LLC,10C0001001,1760847792,HOLLYWOOD,FL,33021,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,67.83,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
OCALA FL ORTHOPAEDIC ASC LLC,10C0001603,1760847792,OCALA,FL,34471,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,52.38,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MID MISSOURI SURGERY CENTER LLC,26C0001152,1760860977,COLUMBIA,MO,65203,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,716",0,"2,716",0,0,0,0,0,,1/1/2016,12/31/2016,68.75,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ENDOSCOPY CENTER LLC,13C0001038,1770502767,POCATELLO,ID,83201,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"3,271",0,0,0,0,"3,271",0,0,,1/1/2016,12/31/2016,77.78,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,346,No Different than the National Rate,8.7,17,,1/1/2016,12/31/2016,12.1
CAPITAL ENDOSCOPY LLC,21C0001391,1770513855,HYATTSVILLE,MD,20783,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"3,613",0,0,0,0,"3,613",0,0,,1/1/2016,12/31/2016,93.33,,2016/2017,85.14,,85.42,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,685,No Different than the National Rate,10.8,19.9,,1/1/2016,12/31/2016,14.5
BREVARD SURGERY CENTER,10C0001219,1770528838,MELBOURNE,FL,32901,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,657,0,657,0,0,0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BROADWEST SPECIALTY SURGICAL CENTER LLC,15C0001151,1770532194,MERRILLVILLE,IN,46410,2016,0,,0,,0,,0,,967.74,,1/1/2016,12/31/2016,Yes,,"1,552",0,57,0,341,29,971,154,,1/1/2016,12/31/2016,61.4,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
SURGISITE BOSTON,22C0001055,1770537227,WALTHAM,MA,2451,2016,0.209,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"9,946",0,"9,946",0,0,0,0,0,,1/1/2016,12/31/2016,92.8,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SUTTER ALHAMBRA SURGERY CENTER LP,05C0001236,1770541708,SACRAMENTO,CA,95816,2016,0,,0,,0,,1.855,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"3,461",0,0,0,"3,151",0,305,5,,1/1/2016,12/31/2016,98.82,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTHERN MARYLAND ENDOSCOPY CENTER,21C0001345,1770551517,CLINTON,MD,20735,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,498",0,0,0,0,"3,498",0,0,,1/1/2016,12/31/2016,28,,2016/2017,75,,89.58,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,586,No Different than the National Rate,8.4,15.9,,1/1/2016,12/31/2016,11.6
EAST TEXAS EYE ASSOCIATES,45C0001097,1770554297,LUFKIN,TX,75904,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EAST TEXAS EYE ASSOCIATES,45C0001577,1770554297,LUFKIN,TX,75904,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MESA AZ ENDOSCOPY ASC LLC,03C0001278,1770557233,TEMPE,AZ,85283,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"9,045",0,0,0,0,"9,045",0,0,,1/1/2016,12/31/2016,95.4,,2016/2017,80.71,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,810,No Different than the National Rate,8.9,16.5,,1/1/2016,12/31/2016,12.1
SUMMERLIN BEND SURGERY CENTER LLP,10C0001340,1770566192,FORT MYERS,FL,33907,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,693,315,0,0,288,0,83,7,,1/1/2016,12/31/2016,53.19,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
DELAWARE EYE SURGERY CENTER LLC,08C0001018,1770570467,REHOBOTH BEACH,DE,19971,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,970",0,"2,970",0,0,0,0,0,,1/1/2016,12/31/2016,72,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BETHESDA SURGERY CENTER LLC,21C0001130,1770572307,BETHESDA,MD,20817,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,874,0,0,0,0,0,0,874,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE SURGERY CENTER,23C0001034,1770577637,TRAVERSE CITY,MI,49684,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,554",0,"2,554",0,0,0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PHYSICIANS SURGERY CENTER LLC,17C0001047,1770581829,PRAIRIE VILLAGE,KS,66208,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,309",0,"1,800",0,0,"1,467",0,42,,1/1/2016,12/31/2016,91.3,,2016/2017,90.77,,100,,1/1/2016,12/31/2016,100,,1/1/2016,12/31/2016,98,No Different than the National Rate,9.4,18.9,,1/1/2016,12/31/2016,13.2
LEE ISLAND COAST SURGERY CENTER,10C0001008,1770588584,FORT MYERS,FL,33901,2016,0,,0,,0,,0,,570.11,,1/1/2016,12/31/2016,Yes,,"1,811",0,135,173,"1,052",280,165,6,,1/1/2016,12/31/2016,12.17,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MILLENNIUM SURGERY CENTER,13C0001011,1770598591,MERIDIAN,ID,83642,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,323",266,498,0,"1,976",209,120,254,,1/1/2016,12/31/2016,85.71,,2016/2017,82.41,,96.48,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
RADIANCE A PRIVATE OUTPATIENT SURGERY CENTER LLC,39C0001179,1770599136,BRIDGEVILLE,PA,15017,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,351",4,0,0,803,4,"1,505",35,,1/1/2016,12/31/2016,75.56,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BIRMINGHAM AMBULATORY SURGICAL CENTER PLLC,23C0001092,1770603706,TROY,MI,48084,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"7,450",0,"7,003",0,0,0,0,447,,1/1/2016,12/31/2016,70.71,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ANCHORAGE ENDOSCOPY CENTER LLC,02C0001005,1770605214,ANCHORAGE,AK,99508,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,301",0,0,0,0,"2,301",0,0,,1/1/2016,12/31/2016,53.57,,2016/2017,100,,98.41,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,385,No Different than the National Rate,9.9,19,,1/1/2016,12/31/2016,13.7
SAMUEL WELLS SURGICENTER INC,10C0001129,1770620742,JACKSONVILLE,FL,32216,2016,0,,0,,0,,0,,956.52,,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SILVER SPRING MD ENDOSCOPY ASC LLC,21C0001226,1770645905,SILVER SPRING,MD,20901,2016,0,,0,,0,,0.77,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"4,963",0,0,0,0,"4,963",0,0,,1/1/2016,12/31/2016,86.79,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,845,No Different than the National Rate,8.7,16.1,,1/1/2016,12/31/2016,11.8
PENINSULA EYE SURGERY CENTER LLC,05C0001737,1770652216,MOUNTAIN VIEW,CA,94040,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,235",0,"5,235",0,0,0,0,0,,1/1/2016,12/31/2016,98.36,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SUMMIT SURGERY CENTER LLC,27C0001017,1770676447,BUTTE,MT,59701,2016,0,,0,,0,,1.282,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,559",32,938,0,272,240,59,18,,1/1/2016,12/31/2016,95.59,,2016/2017,97.5,,87.88,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,50,No Different than the National Rate,8.9,17.9,,1/1/2016,12/31/2016,12.7
HILLSIDE ASC LLC,30C0001021,1770714388,GILFORD,NH,3249,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,645",4,579,0,615,0,441,6,,1/1/2016,12/31/2016,94.59,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NATIONAL SURGICAL CENTERS OF AMERICA LLC,10C0001552,1770724122,WINTER PARK,FL,32789,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"17,580",0,0,0,0,0,"17,580",0,,1/1/2016,12/31/2016,94.44,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,17C0001082,1770731853,LENEXA,KS,66227,2016,0,,0,,0,,8.393,,994.57,,1/1/2016,12/31/2016,Yes,,"2,361",0,0,15,475,"1,772",66,33,,1/1/2016,12/31/2016,90.41,,2016/2017,75,,34.2,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,157,No Different than the National Rate,8.9,17.5,,1/1/2016,12/31/2016,12.6
SPECIALTY SURGERY OF MIDDLETOWN LLC,31C0001260,1770737413,MIDDLETOWN,NJ,7748,2016,2.538,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,40,0,0,0,22,0,18,0,,1/1/2016,12/31/2016,79.03,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NEWSOUTH NEUROSPINE LLC,25C0001072,1770743031,FLOWOOD,MS,39232,2016,0.638,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"6,615",0,0,0,93,0,"6,522",0,,1/1/2016,12/31/2016,86.96,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SKIN CANCER TREATMENT CENTER LLC,21C0001469,1770753998,CHEVY CHASE,MD,20815,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,167,0,0,0,0,0,0,167,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LAPEER COUNTY SURGERY CENTER LLC,23C0001091,1770796757,LAPEER,MI,48446,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"4,013",0,331,21,463,"2,617",571,10,,1/1/2016,12/31/2016,61.76,,2016/2017,100,,88.96,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,290,No Different than the National Rate,8.7,16.6,,1/1/2016,12/31/2016,12.1
FAIRLAWN SURGERY CENTER LLC,49C0001051,1770802555,ROANOKE,VA,24014,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,0,0,0,0,0,0,0,0,,1/1/2016,12/31/2016,70,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MIDTOWN SURGERY CENTER LLC,33C0001114,1770810798,NEW YORK,NY,10017,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,064",522,1,17,"1,160",34,316,14,,1/1/2016,12/31/2016,87.39,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SPINE AND PAIN PHYSICIANS SURGERY CENTER LLC,44C0001187,1770837866,SMYRNA,TN,37167,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,777",0,0,0,0,0,"1,777",0,,1/1/2016,12/31/2016,77.78,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HACKENSACK ENDOSCOPY CENTER,31C0001152,1770847717,HACKENSACK,NJ,7601,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,513",0,0,0,0,"6,513",0,0,,1/1/2016,12/31/2016,98.44,,2016/2017,34.92,,5.21,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1029,No Different than the National Rate,8.1,14.8,,1/1/2016,12/31/2016,11
SYRACUSESURGERY CENTER LLC,33C0001125,1770869927,NORTH SYRACUSE,NY,13212,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,100,0,40,0,0,0,0,60,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TRUCKEE SURGERY CENTER LLC,05C0001621,1770884140,TRUCKEE,CA,96161,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,653,0,0,0,653,0,0,0,,1/1/2016,12/31/2016,55.88,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EYE AND LASER SURGERY CENTERS OF NEW JERSEY LLC,31C0001014,1770907172,MORRISTOWN,NJ,7960,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,71.43,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
